,Tournament,Date,Series,Court,Surface,Round,Best of,source,Score,Sets,Power_Rating,target,Rank_Source,Rank_Target,Pts_Source,Pts_Target,Odd_Source,Odd_Target
52200,Western & Southern Financial Group Masters,18/08/2019,Masters 1000,Outdoor,Hard,The Final,3,Medvedev D.,7-6 6-4    ,2,2,Goffin D.,8,19,3230,1815,1.4,3.0
52201,Winston-Salem Open at Wake Forest University,18/08/2019,ATP250,Outdoor,Hard,1st Round,3,Haase R.,4-6 6-7    ,2,2,Kudla D.,154,111,356,491,2.1,1.66
52202,Winston-Salem Open at Wake Forest University,18/08/2019,ATP250,Outdoor,Hard,1st Round,3,Gunneswaran P.,6-3 6-4    ,2,2,Stebe C.M.,89,253,600,172,1.66,2.1
52203,Winston-Salem Open at Wake Forest University,18/08/2019,ATP250,Outdoor,Hard,1st Round,3,Harris L.,6-7 6-4 1-6   ,3,4,Munar J.,99,97,535,550,1.66,2.1
52204,Winston-Salem Open at Wake Forest University,19/08/2019,ATP250,Outdoor,Hard,1st Round,3,Berdych T.,6-1 3-6 6-3   ,3,4,Seppi A.,101,77,530,745,1.66,2.1
52205,Winston-Salem Open at Wake Forest University,19/08/2019,ATP250,Outdoor,Hard,1st Round,3,Copil M.,4-6 6-3 3-6   ,3,4,Klizan M.,96,84,552,619,2.0,1.72
52206,Winston-Salem Open at Wake Forest University,19/08/2019,ATP250,Outdoor,Hard,1st Round,3,Andujar P.,6-4 6-2    ,2,2,Jarry N.,71,69,847,865,3.25,1.33
52207,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,1st Round,3,Lee D.H.,6-7 1-6    ,2,2,Laaksonen H.,212,120,226,462,1.83,1.83
52208,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,1st Round,3,Popyrin A.,5-7 6-4 7-6   ,3,4,Monteiro J.,106,502,518,57,1.4,2.75
52209,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,1st Round,3,Sandgren T.,6-7 5-7    ,2,2,Murray A.,73,329,826,120,2.1,1.66
52210,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,1st Round,3,Carballes Baena R.,6-2 2-6 6-3   ,3,4,Giron M.,76,155,787,356,2.25,1.57
52211,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,1-6 6-7    ,2,2,Sarmiento R.,74,705,815,26,1.25,3.75
52212,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,1st Round,3,Johnson S.,6-3 6-3    ,2,2,Moutet C.,82,83,670,650,1.36,3.0
52213,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,1st Round,3,Rublev A.,4-6 2-6    ,2,2,Fabbiano T.,47,87,1031,610,1.3,3.4
52214,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,1st Round,3,Dzumhur D.,6-7 6-0 6-2   ,3,4,Hoang A.,105,98,520,536,1.61,2.2
52215,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Millman J.,7-6 4-6 3-6   ,3,4,Cecchinato M.,61,67,911,880,1.36,3.0
52216,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Haase R.,4-6 6-3 6-4   ,3,4,Sousa J.,154,43,356,1061,2.25,1.57
52217,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,3-6 5-7    ,2,2,Gunneswaran P.,30,89,1403,600,1.5,2.5
52218,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Carreno Busta P.,6-3 6-7 6-4   ,3,4,Copil M.,64,96,897,552,1.36,3.0
52219,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Hurkacz H.,6-4 0-6 3-6   ,3,4,Lee D.H.,41,212,1078,226,1.18,4.5
52220,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Krajinovic F.,3-6 7-5 6-1   ,3,4,Berdych T.,51,101,1018,530,1.66,2.1
52221,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Lopez F.,4-6 6-1 5-7   ,3,4,Andujar P.,63,71,903,847,1.57,2.25
52222,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Humbert U.,3-6 6-3 6-2   ,3,4,Fratangelo B.,62,119,909,467,1.72,2.0
52223,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Johnson S.,3-6 1-6    ,2,2,Evans D.,82,58,670,955,2.13,1.79
52224,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Kecmanovic M.,7-6 6-3    ,2,2,Popyrin A.,49,106,1022,518,1.5,2.5
52225,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Querrey S.,3-6 5-7    ,2,2,Carballes Baena R.,46,76,1035,787,1.28,3.5
52226,Winston-Salem Open at Wake Forest University,20/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Sonego L.,6-1 6-4    ,2,2,Dzumhur D.,48,105,1026,520,1.44,2.62
52227,Winston-Salem Open at Wake Forest University,21/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Shapovalov D.,2-6 4-6    ,2,2,Sandgren T.,38,73,1240,826,1.36,3.0
52228,Winston-Salem Open at Wake Forest University,21/08/2019,ATP250,Outdoor,Hard,2nd Round,3,Rublev A.,6-7 6-3 6-1   ,3,4,Ramos-Vinolas A.,47,50,1031,1019,1.33,3.25
52229,Winston-Salem Open at Wake Forest University,21/08/2019,ATP250,Outdoor,Hard,3rd Round,3,Millman J.,3-6 4-6    ,2,2,Haase R.,61,154,911,356,1.53,2.5
52230,Winston-Salem Open at Wake Forest University,21/08/2019,ATP250,Outdoor,Hard,3rd Round,3,Paire B.,3-6 7-6 6-3   ,3,4,Humbert U.,30,62,1403,909,1.8,2.0
52231,Winston-Salem Open at Wake Forest University,21/08/2019,ATP250,Outdoor,Hard,3rd Round,3,Johnson S.,2-6 6-7    ,2,2,Ruud C.,82,54,670,976,1.44,2.75
52232,Winston-Salem Open at Wake Forest University,21/08/2019,ATP250,Outdoor,Hard,3rd Round,3,Carreno Busta P.,7-6 6-0    ,2,2,Sonego L.,64,48,897,1026,1.66,2.2
52233,Winston-Salem Open at Wake Forest University,21/08/2019,ATP250,Outdoor,Hard,3rd Round,3,Shapovalov D.,2-6 3-6    ,2,2,Kecmanovic M.,38,49,1240,1022,1.66,2.2
52234,Winston-Salem Open at Wake Forest University,22/08/2019,ATP250,Outdoor,Hard,3rd Round,3,Rublev A.,7-6 7-6    ,2,2,Querrey S.,47,46,1031,1035,2.0,1.8
52235,Winston-Salem Open at Wake Forest University,23/08/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Paire B.,6-7 6-1 3-6   ,3,4,Carreno Busta P.,30,64,1403,897,2.2,1.66
52236,Winston-Salem Open at Wake Forest University,23/08/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Johnson S.,4-6 7-6 6-4   ,3,4,Millman J.,82,61,670,911,1.57,2.37
52237,Winston-Salem Open at Wake Forest University,23/08/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Shapovalov D.,3-6 6-7    ,2,2,Rublev A.,38,47,1240,1031,1.8,2.0
52238,Winston-Salem Open at Wake Forest University,23/08/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Hurkacz H.,4-6 7-6 6-1   ,3,4,Tiafoe F.,41,52,1078,1015,1.9,1.9
52239,Winston-Salem Open at Wake Forest University,24/08/2019,ATP250,Outdoor,Hard,Semifinals,3,Paire B.,6-1 0-6 0-6   ,3,4,Johnson S.,30,82,1403,670,2.5,1.53
52240,Winston-Salem Open at Wake Forest University,24/08/2019,ATP250,Outdoor,Hard,Semifinals,3,Hurkacz H.,6-3 6-4    ,2,2,Shapovalov D.,41,38,1078,1240,2.5,1.53
52241,Winston-Salem Open at Wake Forest University,24/08/2019,ATP250,Outdoor,Hard,The Final,3,Hurkacz H.,3-6 6-3 3-6   ,3,4,Paire B.,41,30,1078,1403,1.5,2.62
52242,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Lajovic D.,7-5 6-3 6-3   ,3,1,Darcis S.,29,186,1441,266,1.2,4.5
52243,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Garin C.,6-3 6-7 4-6 7-6 3-6 ,5,4,Eubanks C.,32,188,1321,265,1.4,3.0
52244,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Kudla D.,3-6 6-1 7-6 6-1  ,4,3,Tipsarevic J.,111,260,491,170,1.57,2.37
52245,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Klahn B.,3-6 2-6 3-6   ,3,1,Monteiro T.,108,101,503,532,1.57,2.37
52246,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Brooksby J.,6-1 2-6 6-4 6-4  ,4,3,Berdych T.,394,98,88,540,3.75,1.28
52247,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Basilashvili N.,6-3 4-6 2-6 6-3 3-6 ,5,4,Fucsovics M.,18,64,1985,885,1.66,2.2
52248,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,De Minaur A.,6-4 6-2 6-7 7-5  ,4,3,Herbert P.H.,38,48,1270,1038,1.28,3.75
52249,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Evans D.,4-6 3-6 6-2 3-6  ,4,3,Mannarino A.,58,57,955,961,1.8,2.0
52250,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,6-4 6-1 6-2   ,3,1,Gunneswaran P.,5,88,4125,610,1.02,19.0
52251,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Opelka R.,3-6 4-6 7-6 3-6  ,4,3,Fognini F.,42,11,1076,2510,1.72,2.1
52252,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Lorenzi P.,3-6 6-7 6-4 7-6 6-2 ,5,4,Svajda Z.,135,1415,396,3,1.06,10.0
52253,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,4-6 1-6 4-6   ,3,1,Carballes Baena R.,1,76,11685,787,1.005,34.0
52254,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Kecmanovic M.,6-2 6-1 7-5   ,3,1,Djere L.,50,39,1026,1245,1.2,4.5
52255,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,1-6 7-6 4-6 3-6  ,4,3,Seppi A.,78,77,722,735,1.33,3.4
52256,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Londero J.I.,3-6 6-1 7-6 7-5  ,4,3,Querrey S.,56,46,970,1055,3.4,1.33
52257,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,3-6 6-3 4-6 0-6  ,4,3,Moutet C.,15,82,2055,650,1.08,8.0
52258,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Barrere G.,7-6 6-4 4-6 6-7 7-6 ,5,4,Norrie C.,109,62,496,915,3.5,1.3
52259,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Koepfer D.,4-6 6-7 7-5 5-7  ,4,3,Munar J.,118,97,474,550,1.44,2.75
52260,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Pouille L.,6-3 4-6 6-4 6-4  ,4,3,Kohlschreiber P.,27,71,1475,831,1.44,2.75
52261,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Dzumhur D.,6-4 2-6 3-6 0-6  ,4,3,Benchetrit E.,99,227,535,202,1.4,3.0
52262,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Coric B.,7-6 6-3 6-0   ,3,1,Donskoy E.,12,122,2160,443,1.22,4.33
52263,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,6-3 3-6 7-6 1-6 4-6 ,5,4,Hurkacz H.,74,35,815,1308,3.4,1.33
52264,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Cuevas P.,6-4 7-5 7-6   ,3,1,Sock J.,53,178,1013,280,1.66,2.2
52265,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Carreno Busta P.,3-6 6-4 6-7 3-6  ,4,3,Pella G.,69,20,852,1735,1.9,1.9
52266,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,3-6 6-4 6-3 6-4  ,4,3,Fritz T.,61,28,923,1465,3.75,1.28
52267,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,6-3 4-6 4-6 4-6  ,4,3,Giron M.,59,151,946,361,1.3,3.5
52268,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Majchrzak K.,6-7 7-6 7-6 1-6 6-4 ,5,4,Jarry N.,94,73,557,820,2.1,1.72
52269,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,3-6 6-7 6-4 3-6  ,4,3,Sinner J.,24,137,1535,395,1.16,5.0
52270,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,4-6 7-6 3-6 7-6 6-4 ,5,4,Vesely J.,68,140,857,385,1.61,2.3
52271,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,6-4 1-6 2-6 4-6  ,4,3,Nagal S.,3,190,6950,264,1.005,29.0
52272,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Popyrin A.,6-1 7-5 7-6   ,3,1,Delbonis F.,105,67,521,869,1.61,2.3
52273,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Berrettini M.,4-6 3-6 6-2 2-6  ,4,3,Gasquet R.,25,36,1535,1280,2.2,1.66
52274,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,5-7 7-5 7-5 7-5  ,4,3,Fratangelo B.,40,117,1240,474,1.44,2.75
52275,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Kukushkin M.,6-3 1-6 4-6 6-3 3-6 ,5,4,Bautista Agut R.,47,10,1041,2575,8.0,1.08
52276,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,6-3 6-4 6-4   ,3,1,Granollers M.,49,91,1029,576,1.53,2.5
52277,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,4-6 7-6 6-7 5-7  ,4,3,Tsitsipas S.,43,8,1066,3455,2.5,1.53
52278,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Bublik A.,2-6 6-0 7-5 3-6 6-4 ,5,4,Giraldo S.,75,232,808,200,1.61,2.3
52279,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,3-6 2-6 6-7   ,3,1,Klizan M.,23,83,1590,619,1.14,5.5
52280,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,6-3 3-6 6-1 6-2  ,4,3,Kamke T.,34,231,1310,201,1.28,3.75
52281,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,3-6 2-6 4-6   ,3,1,Sousa J.,55,44,976,1061,1.8,2.0
52282,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Andujar P.,3-6 7-6 7-5 5-7 6-2 ,5,4,Edmund K.,70,31,850,1325,4.5,1.2
52283,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,3-6 4-6 4-6   ,3,1,Garcia-Lopez G.,14,165,2075,326,1.2,4.5
52284,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,6-1 6-3 3-6 4-6 6-2 ,5,4,Albot R.,6,41,4005,1137,1.44,2.75
52285,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Stebe C.M.,3-6 6-4 4-6 6-7  ,4,3,Krajinovic F.,256,52,172,1018,5.0,1.16
52286,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Struff J.L.,6-4 6-4 6-2   ,3,1,Ruud C.,37,54,1280,980,1.36,3.2
52287,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Sandgren T.,6-1 7-6 4-6 6-7 5-7 ,5,4,Tsonga J.W.,72,65,826,885,3.0,1.4
52288,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Fabbiano T.,6-4 3-6 6-3 6-2  ,4,3,Thiem D.,87,4,610,4925,5.0,1.16
52289,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Chung H.,6-3 4-6 7-6 4-6 2-6 ,5,4,Escobedo E.,170,206,313,237,1.2,4.5
52290,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Copil M.,6-3 5-7 7-6 4-6 6-1 ,5,4,Humbert U.,93,63,562,909,2.75,1.44
52291,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Pospisil V.,6-4 5-7 5-7 6-4 3-6 ,5,4,Khachanov K.,216,9,214,2890,6.0,1.12
52292,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Kokkinakis T.,6-3 7-6 6-7 6-2  ,4,3,Ivashka I.,203,144,239,376,1.9,1.9
52293,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,3-6 6-7 0-6   ,3,1,Haase R.,21,143,1725,376,1.25,4.0
52294,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Bedene A.,6-3 6-4 7-5   ,3,1,Kovalik J.,80,362,685,102,1.22,4.33
52295,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,2-6 4-6 4-6   ,3,1,Schnur B.,26,92,1508,568,1.25,4.0
52296,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Gerasimov E.,7-5 7-6 7-6   ,3,1,Harris L.,129,100,406,535,1.61,2.3
52297,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Hoang A.,6-3 2-6 7-6 1-6 3-6 ,5,4,Mayer L.,104,95,524,555,2.62,1.5
52298,US Open,27/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Shapovalov D.,6-1 6-1 6-4   ,3,1,Auger-Aliassime F.,33,19,1310,1750,1.66,2.2
52299,US Open,28/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Laaksonen H.,6-7 6-7 6-2 6-3 6-7 ,5,4,Cecchinato M.,119,66,462,880,2.2,1.66
52300,US Open,28/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,7-6 6-4 6-3   ,3,1,Ramos-Vinolas A.,13,51,2140,1019,1.22,4.33
52301,US Open,28/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,3-6 2-6 2-6   ,3,1,Millman J.,2,60,7945,936,1.02,17.0
52302,US Open,28/08/2019,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,6-3 7-6 6-4   ,3,1,Johnson S.,30,86,1430,610,1.4,3.0
52303,US Open,28/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Nishikori K.,2-6 6-4 3-6 5-7  ,4,3,Klahn B.,7,108,4005,503,1.16,5.0
52304,US Open,28/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,3-6 6-2 6-3 6-4  ,4,3,Dzumhur D.,3,99,6950,535,1.03,15.0
52305,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,4-6 6-7 1-6   ,3,1,Londero J.I.,1,56,11685,970,1.01,26.0
52306,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Koepfer D.,6-4 6-4 7-6   ,3,1,Opelka R.,118,42,474,1076,3.0,1.4
52307,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Goffin D.,2-6 2-6 2-6   ,3,1,Barrere G.,15,109,2055,496,1.08,8.0
52308,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,6-3 7-5 6-3   ,3,1,Garin C.,38,32,1270,1321,1.2,4.5
52309,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Majchrzak K.,7-6 4-6 6-2 4-6 1-6 ,5,4,Cuevas P.,94,53,557,1013,2.2,1.66
52310,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Evans D.,6-4 6-3 6-7 6-4  ,4,3,Pouille L.,58,27,955,1475,2.1,1.72
52311,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Kudla D.,5-7 5-7 6-0 3-6  ,4,3,Lajovic D.,111,29,491,1441,2.75,1.44
52312,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,6-3 3-6 6-2 2-6 6-3 ,5,4,Tiafoe F.,6,45,4005,1060,1.5,2.62
52313,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Lorenzi P.,6-7 7-6 6-7 6-3 3-6 ,5,4,Kecmanovic M.,135,50,396,1026,8.0,1.08
52314,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Bedene A.,4-6 6-7 6-2 7-5 7-6 ,5,4,Paire B.,80,26,685,1508,2.75,1.44
52315,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Carreno Busta P.,4-6 7-6 2-6 0-6  ,4,3,Berankis R.,69,68,852,857,1.25,4.0
52316,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,6-4 6-3 6-7 6-3  ,4,3,Chardy J.,24,74,1535,815,1.36,3.2
52317,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,3-6 5-7 7-5 3-6  ,4,3,Dellien H.,5,84,4125,618,1.02,19.0
52318,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Berrettini M.,7-5 7-6 4-6 6-1  ,4,3,Thompson J.,25,55,1535,976,1.53,2.5
52319,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,7-6 0-6 4-6 4-6  ,4,3,Nishioka Y.,61,59,923,946,2.75,1.44
52320,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Basilashvili N.,3-6 7-6 7-5 6-2  ,4,3,Brooksby J.,18,394,1985,88,1.25,4.0
52321,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Isner J.,3-6 6-7 6-7   ,3,1,Struff J.L.,14,37,2075,1280,1.72,2.1
52322,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Popyrin A.,2-6 7-5 6-3 6-2  ,4,3,Kukushkin M.,105,47,521,1041,2.1,1.72
52323,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Bublik A.,7-6 7-5 4-6 3-6 3-6 ,5,4,Fabbiano T.,75,87,808,610,2.62,1.5
52324,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Andujar P.,6-2 6-4 6-2   ,3,1,Sonego L.,70,49,850,1029,3.4,1.33
52325,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Shapovalov D.,4-6 6-7 2-6   ,3,1,Laaksonen H.,33,119,1310,462,1.07,9.0
52326,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Schwartzman D.,6-4 6-2 6-0   ,3,1,Gerasimov E.,21,129,1725,406,1.25,4.0
52327,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Kyrgios N.,4-6 2-6 4-6   ,3,1,Hoang A.,30,104,1430,524,1.11,6.5
52328,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Sandgren T.,6-3 6-7 6-3 6-4  ,4,3,Pospisil V.,72,216,826,214,1.57,2.37
52329,US Open,29/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,3-6 2-6 2-6   ,3,1,Copil M.,13,93,2140,562,1.16,5.0
52330,US Open,30/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Chung H.,1-6 2-6 7-5 6-3 7-6 ,5,4,Verdasco F.,170,34,313,1310,1.72,2.1
52331,US Open,30/08/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Cilic M.,6-4 3-6 5-7 3-6  ,4,3,Stebe C.M.,23,256,1590,172,1.1,7.0
52332,US Open,30/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,De Minaur A.,6-2 6-4 2-6 6-3  ,4,3,Nishikori K.,38,7,1270,4005,2.37,1.57
52333,US Open,30/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,2-6 2-6 1-6   ,3,1,Evans D.,3,58,6950,955,1.16,5.0
52334,US Open,30/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Goffin D.,7-6 7-6 7-5   ,3,1,Carreno Busta P.,15,69,2055,852,1.36,3.2
52335,US Open,30/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,4-6 6-7 6-7   ,3,1,Lorenzi P.,24,135,1535,396,1.07,9.0
52336,US Open,30/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Dimitrov G.,7-5 7-6 6-2   ,3,1,Majchrzak K.,78,94,722,557,1.28,3.75
52337,US Open,30/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Koepfer D.,3-6 6-7 6-4 1-6  ,4,3,Basilashvili N.,118,18,474,1985,2.37,1.57
52338,US Open,31/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,7-6 4-6 7-6 6-4  ,4,3,Lopez F.,5,61,4125,923,1.3,3.5
52339,US Open,31/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,3-6 4-6 2-6   ,3,1,Kudla D.,1,111,11685,491,1.08,8.0
52340,US Open,31/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Andujar P.,6-4 6-3 6-2   ,3,1,Bublik A.,70,75,850,808,1.53,2.5
52341,US Open,31/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,3-6 4-6 2-6   ,3,1,Chung H.,2,170,7945,313,1.02,17.0
52342,US Open,31/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,6-7 7-6 6-3 7-6  ,4,3,Bedene A.,6,80,4005,685,1.28,3.75
52343,US Open,31/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Cilic M.,5-7 6-3 6-7 4-6  ,4,3,Isner J.,23,14,1590,2075,2.0,1.8
52344,US Open,31/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Berrettini M.,6-4 6-4 6-7 7-6  ,4,3,Popyrin A.,25,105,1535,521,1.36,3.2
52345,US Open,31/08/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Schwartzman D.,4-6 1-6 3-6   ,3,1,Sandgren T.,21,72,1725,826,1.28,3.75
52346,US Open,01/09/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Monfils G.,6-7 7-6 6-4 6-7 6-3 ,5,4,Shapovalov D.,13,33,2140,1310,1.72,2.1
