,Tournament,Date,Series,Court,Surface,Round,Best of,source,Score,Sets,Power_Rating,target,Rank_Source,Rank_Target,Pts_Source,Pts_Target,Odd_Source,Odd_Target
54538,Dubai Tennis Championships,15/03/2021,ATP500,Outdoor,Hard,1st Round,3,Harris L.,6-7 6-4 6-1   ,3,4,O Connell C.,81,122,885,617,1.36,3.2
54539,Dubai Tennis Championships,15/03/2021,ATP500,Outdoor,Hard,1st Round,3,Gasquet R.,4-6 2-6    ,2,2,Cecchinato M.,49,89,1185,856,1.4,3.0
54540,Dubai Tennis Championships,15/03/2021,ATP500,Outdoor,Hard,1st Round,3,Ruusuvuori E.,6-3 7-6    ,2,2,Thompson J.,87,55,861,1104,1.4,3.0
54541,Dubai Tennis Championships,15/03/2021,ATP500,Outdoor,Hard,1st Round,3,Fucsovics M.,6-2 5-7 4-6   ,3,4,Pospisil V.,44,65,1382,1033,1.61,2.3
54542,Dubai Tennis Championships,15/03/2021,ATP500,Outdoor,Hard,2nd Round,3,Chardy J.,2-6 6-3 6-4   ,3,4,De Minaur A.,53,23,1120,2190,3.2,1.36
54543,Dubai Tennis Championships,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,Sonego L.,2-6 2-6    ,2,2,Zapata Miralles B.,37,150,1643,489,1.53,2.5
54544,Dubai Tennis Championships,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,Hurkacz H.,6-3 6-4    ,2,2,Gasquet R.,35,49,1645,1185,1.53,2.5
54545,Dubai Tennis Championships,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,Karatsev A.,4-6 6-4 4-6   ,3,4,Evans D.,42,28,1395,1813,1.9,1.9
54546,Dubai Tennis Championships,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,Shapovalov D.,6-1 6-3    ,2,2,Struff J.L.,12,39,2865,1450,1.53,2.5
54547,Dubai Tennis Championships,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,Khachanov K.,4-6 6-3 6-7   ,3,4,Popyrin A.,22,86,2200,863,1.57,2.37
54548,Dubai Tennis Championships,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,Sinner J.,2-6 7-6 6-4   ,3,4,Bublik A.,32,43,1719,1385,1.44,2.75
54549,Dubai Tennis Championships,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,Lajovic D.,5-7 2-6    ,2,2,Jaziri M.,26,258,1895,229,1.22,4.33
54550,Dubai Tennis Championships,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,Rublev A.,6-4 6-4    ,2,2,Ruusuvuori E.,8,87,5011,861,1.14,5.5
54551,Dubai Tennis Championships,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,Bedene A.,4-6 3-6    ,2,2,Giustino L.,59,163,1085,443,1.16,5.0
54552,Dubai Tennis Championships,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,Fucsovics M.,6-7 6-3 6-2   ,3,4,Carreno Busta P.,44,15,1382,2630,1.8,2.0
54553,Dubai Tennis Championships,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,Fritz T.,6-4 3-6 6-7   ,3,4,Basilashvili N.,30,36,1775,1645,1.61,2.3
54554,Dubai Tennis Championships,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,Nishikori K.,6-3 7-6    ,2,2,Goffin D.,41,13,1423,2795,2.2,1.66
54555,Dubai Tennis Championships,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,Krajinovic F.,5-7 4-6    ,2,2,Davidovich Fokina A.,33,52,1665,1144,2.0,1.8
54556,Dubai Tennis Championships,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,Harris L.,6-3 6-4    ,2,2,Thiem D.,81,4,885,8625,4.0,1.25
54557,Dubai Tennis Championships,17/03/2021,ATP500,Outdoor,Hard,3rd Round,3,Shapovalov D.,4-6 3-6    ,2,2,Hurkacz H.,12,35,2865,1645,1.53,2.5
54558,Dubai Tennis Championships,17/03/2021,ATP500,Outdoor,Hard,3rd Round,3,Chardy J.,6-7 6-4 6-4   ,3,4,Khachanov K.,53,22,1120,2200,2.37,1.57
54559,Dubai Tennis Championships,17/03/2021,ATP500,Outdoor,Hard,3rd Round,3,Sinner J.,4-6 6-3 5-7   ,3,4,Bautista Agut R.,32,11,1719,2910,2.1,1.72
54560,Dubai Tennis Championships,17/03/2021,ATP500,Outdoor,Hard,3rd Round,3,Karatsev A.,3-6 6-3 6-4   ,3,4,Sonego L.,42,37,1395,1643,1.57,2.37
54561,Dubai Tennis Championships,17/03/2021,ATP500,Outdoor,Hard,3rd Round,3,Nishikori K.,4-6 4-6    ,2,2,Bedene A.,41,59,1423,1085,1.44,2.75
54562,Dubai Tennis Championships,17/03/2021,ATP500,Outdoor,Hard,3rd Round,3,Fucsovics M.,6-1 4-6 6-4   ,3,4,Lajovic D.,44,26,1382,1895,1.5,2.62
54563,Dubai Tennis Championships,17/03/2021,ATP500,Outdoor,Hard,3rd Round,3,Rublev A.,3-6 1-6    ,2,2,Fritz T.,8,30,5011,1775,1.25,4.0
54564,Dubai Tennis Championships,17/03/2021,ATP500,Outdoor,Hard,3rd Round,3,Harris L.,7-6 6-4    ,2,2,Krajinovic F.,81,33,885,1665,2.0,1.8
54565,Dubai Tennis Championships,18/03/2021,ATP500,Outdoor,Hard,Quarterfinals,3,Shapovalov D.,5-7 4-6    ,2,2,Chardy J.,12,53,2865,1120,1.3,3.5
54566,Dubai Tennis Championships,18/03/2021,ATP500,Outdoor,Hard,Quarterfinals,3,Karatsev A.,6-7 6-3 6-2   ,3,4,Sinner J.,42,32,1395,1719,2.62,1.5
54567,Dubai Tennis Championships,18/03/2021,ATP500,Outdoor,Hard,Quarterfinals,3,Harris L.,1-6 6-3 3-6   ,3,4,Nishikori K.,81,41,885,1423,2.0,1.8
54568,Dubai Tennis Championships,18/03/2021,ATP500,Outdoor,Hard,Quarterfinals,3,Rublev A.,7-5 6-2    ,2,2,Fucsovics M.,8,44,5011,1382,1.16,5.0
54569,Dubai Tennis Championships,19/03/2021,ATP500,Outdoor,Hard,Semifinals,3,Harris L.,7-6 4-6 6-7   ,3,4,Shapovalov D.,81,12,885,2865,3.0,1.4
54570,Dubai Tennis Championships,19/03/2021,ATP500,Outdoor,Hard,Semifinals,3,Karatsev A.,6-2 4-6 6-4   ,3,4,Rublev A.,42,8,1395,5011,4.33,1.22
54571,Dubai Tennis Championships,20/03/2021,ATP500,Outdoor,Hard,The Final,3,Karatsev A.,3-6 2-6    ,2,2,Harris L.,42,81,1395,885,1.5,2.62
54572,Miami Open,24/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Popyrin A.,6-4 7-6    ,2,2,Lopez F.,86,64,873,1066,1.36,3.2
54573,Miami Open,24/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Herbert P.H.,1-6 3-6    ,2,2,Sousa P.,74,111,972,716,1.16,5.0
54574,Miami Open,24/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Norrie C.,6-1 3-6 7-5   ,3,4,Nishioka Y.,56,66,1140,1046,1.57,2.37
54575,Miami Open,24/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Ymer M.,3-6 1-6    ,2,2,Tabilo A.,95,167,820,431,1.66,2.2
54576,Miami Open,24/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Giron M.,7-6 6-4    ,2,2,Paul T.,88,53,864,1155,2.3,1.61
54577,Miami Open,24/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Lu Y.,3-6 4-6    ,2,2,Querrey S.,1020,63,10,1073,6.0,1.12
54578,Miami Open,24/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Gaston H.,6-1 6-4    ,2,2,Koepfer D.,162,54,445,1146,3.0,1.4
54579,Miami Open,24/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Escobedo E.,3-6 2-6    ,2,2,Lorenzi P.,205,157,343,457,1.25,4.0
54580,Miami Open,24/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Hanfmann Y.,7-5 6-2    ,2,2,Johnson S.,108,82,750,885,1.66,2.2
54581,Miami Open,24/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Berankis R.,6-7 2-6    ,2,2,Gaio F.,89,142,860,526,1.61,2.3
54582,Miami Open,24/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Duckworth J.,6-2 4-6 6-4   ,3,4,Zverev M.,104,280,771,209,1.57,2.37
54583,Miami Open,24/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Harris L.,4-6 6-7    ,2,2,Nava E.,52,556,1175,57,1.2,4.5
54584,Miami Open,24/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Mcdonald M.,6-3 4-6 6-3   ,3,4,Pospisil V.,120,67,633,1033,1.8,2.0
54585,Miami Open,24/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Djere L.,3-6 7-5 1-6   ,3,4,Vesely J.,57,71,1131,993,2.37,1.57
54586,Miami Open,25/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Ruusuvuori E.,6-4 2-6 7-5   ,3,4,Alcaraz C.,83,132,881,561,1.57,2.37
54587,Miami Open,25/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Tiafoe F.,7-5 4-6 2-6   ,3,4,Travaglia S.,58,70,1120,1024,1.3,3.5
54588,Miami Open,25/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Kokkinakis T.,6-3 6-3    ,2,2,Mochizuki S.,243,654,258,39,1.1,7.0
54589,Miami Open,25/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Ivashka I.,6-7 7-6 6-7   ,3,4,Kwon S.W.,116,79,673,910,2.5,1.53
54590,Miami Open,25/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Fratangelo B.,6-4 6-4    ,2,2,Verdasco F.,233,72,277,985,1.36,3.2
54591,Miami Open,25/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Kudla D.,6-3 3-6 4-6   ,3,4,Chardy J.,123,49,608,1190,3.5,1.3
54592,Miami Open,25/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Thompson J.,7-6 6-4    ,2,2,Delbonis F.,60,80,1104,906,1.61,2.3
54593,Miami Open,25/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Uchiyama Y.,3-6 4-6    ,2,2,Caruso S.,110,85,716,876,3.2,1.36
54594,Miami Open,25/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Cilic M.,6-3 2-6 6-4   ,3,4,Coria F.,45,84,1373,878,1.2,4.5
54595,Miami Open,25/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,5-7 7-6 1-6   ,3,4,Broady L.,46,158,1364,457,1.33,3.4
54596,Miami Open,25/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Dzumhur D.,7-6 7-5    ,2,2,Anderson K.,126,91,599,845,3.2,1.36
54597,Miami Open,25/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Galan D.E.,3-6 4-6    ,2,2,Seyboth Wild T.,113,125,702,606,1.9,1.9
54598,Miami Open,25/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Korda S.,6-3 6-0    ,2,2,Albot R.,87,77,865,936,1.4,3.0
54599,Miami Open,25/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Musetti L.,4-6 4-6    ,2,2,Mmoh M.,94,181,823,393,1.53,2.5
54600,Miami Open,26/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Sousa J.,7-6 6-7 7-5   ,3,4,O Connell C.,103,122,777,619,3.4,1.33
54601,Miami Open,26/03/2021,Masters 1000,Outdoor,Hard,1st Round,3,Bedene A.,6-7 6-1 3-6   ,3,4,Fabbiano T.,59,178,1110,400,1.28,3.75
54602,Miami Open,26/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Popyrin A.,6-4 6-2    ,2,2,Opelka R.,86,41,873,1457,2.1,1.72
54603,Miami Open,26/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Duckworth J.,3-6 1-6    ,2,2,Goffin D.,104,13,771,2795,5.0,1.16
54604,Miami Open,26/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Lajovic D.,6-2 6-3    ,2,2,Escobedo E.,26,205,1895,343,1.66,2.2
54605,Miami Open,26/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,2-6 2-6    ,2,2,Giron M.,32,88,1775,864,1.5,2.62
54606,Miami Open,26/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Norrie C.,7-5 7-5    ,2,2,Dimitrov G.,56,16,1140,2620,2.62,1.5
54607,Miami Open,26/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Struff J.L.,3-6 4-6    ,2,2,Berankis R.,42,89,1450,860,1.4,3.0
54608,Miami Open,26/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Ymer M.,6-3 4-6 6-4   ,3,4,Basilashvili N.,95,38,820,1645,2.37,1.57
54609,Miami Open,26/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,2-6 2-6    ,2,2,Gaston H.,31,162,1789,445,1.16,5.0
54610,Miami Open,26/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,6-4 6-4    ,2,2,Herbert P.H.,18,74,2561,972,1.5,2.62
54611,Miami Open,26/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,2-6 2-6    ,2,2,Lu Y.,2,1020,9940,10,1.01,23.0
54612,Miami Open,26/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,6-3 6-2    ,2,2,Hanfmann Y.,22,108,2200,750,1.2,4.5
54613,Miami Open,26/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,6-1 3-6 1-6   ,3,4,Zverev A.,83,7,881,6070,5.0,1.16
54614,Miami Open,26/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Bublik A.,6-3 6-4    ,2,2,Djere L.,44,57,1385,1131,1.53,2.5
54615,Miami Open,26/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,7-6 3-6 3-6   ,3,4,Evans D.,58,29,1120,1813,2.1,1.72
54616,Miami Open,27/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Isner J.,2-6 6-3 7-5   ,3,4,Mcdonald M.,28,120,1850,633,2.1,1.72
54617,Miami Open,27/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Sonego L.,4-6 6-7    ,2,2,Fratangelo B.,34,233,1668,277,1.61,2.3
54618,Miami Open,27/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Nishikori K.,7-6 5-7 6-4   ,3,4,Bedene A.,39,59,1513,1110,1.4,3.0
54619,Miami Open,27/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Raonic M.,2-6 1-6    ,2,2,Thompson J.,19,60,2450,1104,1.16,5.0
54620,Miami Open,27/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Hurkacz H.,7-6 6-4    ,2,2,Kudla D.,37,123,1645,608,1.4,3.0
54621,Miami Open,27/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,1-6 4-6    ,2,2,Dzumhur D.,5,126,6950,599,1.08,8.0
54622,Miami Open,27/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Musetti L.,6-3 6-3    ,2,2,Paire B.,94,33,823,1773,1.2,4.5
54623,Miami Open,27/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Galan D.E.,6-4 3-6 4-6   ,3,4,De Minaur A.,113,23,702,2190,6.0,1.12
54624,Miami Open,27/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Cilic M.,3-6 7-5 7-6   ,3,4,Garin C.,45,20,1373,2385,1.8,2.0
54625,Miami Open,27/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Karatsev A.,4-6 3-6    ,2,2,Kukushkin M.,27,105,1888,769,1.14,5.5
54626,Miami Open,27/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Humbert U.,6-1 6-4    ,2,2,Sousa J.,30,103,1790,777,1.16,5.0
54627,Miami Open,27/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Mannarino A.,3-6 4-6    ,2,2,Kecmanovic M.,36,46,1661,1364,2.0,1.8
54628,Miami Open,27/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Shapovalov D.,6-7 6-4 6-4   ,3,4,Ivashka I.,11,116,3000,673,1.11,6.5
54629,Miami Open,27/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Fucsovics M.,6-7 7-6 4-6   ,3,4,Kokkinakis T.,40,243,1462,258,1.66,2.2
54630,Miami Open,27/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,6-1 6-2    ,2,2,Sandgren T.,8,62,5101,1088,1.1,7.0
54631,Miami Open,28/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Korda S.,6-1 4-6 2-6   ,3,4,Fognini F.,87,17,865,2570,1.53,2.5
54632,Miami Open,28/03/2021,Masters 1000,Outdoor,Hard,2nd Round,3,Schwartzman D.,6-3 6-3    ,2,2,Uchiyama Y.,9,110,3640,716,1.14,5.5
54633,Miami Open,28/03/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Bautista Agut R.,6-4 3-6 2-6   ,3,4,Struff J.L.,12,42,2910,1450,1.28,3.75
54634,Miami Open,28/03/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Isner J.,7-6 7-6    ,2,2,Auger-Aliassime F.,28,18,1850,2561,2.75,1.44
54635,Miami Open,28/03/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,6-4 6-7 4-6   ,3,4,Khachanov K.,31,22,1789,2200,1.57,2.37
54636,Miami Open,28/03/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Medvedev D.,7-6 6-7 6-4   ,3,4,Popyrin A.,2,86,9940,873,1.11,6.5
54637,Miami Open,28/03/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Ruusuvuori E.,6-4 1-6 5-7   ,3,4,Ymer M.,83,95,881,820,1.5,2.62
54638,Miami Open,29/03/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,6-4 3-6 6-1   ,3,4,Norrie C.,32,56,1775,1140,1.61,2.3
54639,Miami Open,29/03/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Bublik A.,4-6 4-6    ,2,2,Duckworth J.,44,104,1385,771,1.4,3.0
54640,Miami Open,29/03/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Tiafoe F.,1-6 7-5 6-3   ,3,4,Lajovic D.,58,26,1120,1895,1.53,2.5
54641,Miami Open,29/03/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Raonic M.,4-6 5-7    ,2,2,Humbert U.,19,30,2450,1790,1.5,2.62
54642,Miami Open,29/03/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Cilic M.,6-3 6-4    ,2,2,Musetti L.,45,94,1373,823,2.2,1.66
54643,Miami Open,29/03/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Hurkacz H.,3-6 6-7    ,2,2,Shapovalov D.,37,11,1645,3000,2.75,1.44
54644,Miami Open,29/03/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Rublev A.,6-2 6-1    ,2,2,Fucsovics M.,8,40,5101,1462,1.14,5.5
54645,Miami Open,29/03/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Schwartzman D.,1-6 4-6    ,2,2,Mannarino A.,9,36,3640,1661,1.33,3.4
54646,Miami Open,29/03/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Korda S.,6-3 6-0    ,2,2,Karatsev A.,87,27,865,1888,3.0,1.4
54647,Miami Open,29/03/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Sonego L.,6-7 3-6    ,2,2,Galan D.E.,34,113,1668,702,1.33,3.4
54648,Miami Open,30/03/2021,Masters 1000,Outdoor,Hard,3rd Round,3,Tsitsipas S.,6-3 3-6 6-1   ,3,4,Nishikori K.,5,39,6950,1513,1.2,4.5
54649,Miami Open,30/03/2021,Masters 1000,Outdoor,Hard,4th Round,3,Bautista Agut R.,3-6 6-4 6-7   ,3,4,Isner J.,12,28,2910,1850,1.53,2.5
54650,Miami Open,30/03/2021,Masters 1000,Outdoor,Hard,4th Round,3,Sinner J.,6-3 6-2    ,2,2,Ruusuvuori E.,31,83,1789,881,1.44,2.75
54651,Miami Open,30/03/2021,Masters 1000,Outdoor,Hard,4th Round,3,Bublik A.,7-6 3-6 4-6   ,3,4,Fritz T.,44,32,1385,1775,2.3,1.61
54652,Miami Open,30/03/2021,Masters 1000,Outdoor,Hard,4th Round,3,Hurkacz H.,4-6 6-3 7-6   ,3,4,Raonic M.,37,19,1645,2450,3.2,1.36
54653,Miami Open,30/03/2021,Masters 1000,Outdoor,Hard,4th Round,3,Medvedev D.,4-6 3-6    ,2,2,Tiafoe F.,2,58,9940,1120,1.14,5.5
54654,Miami Open,30/03/2021,Masters 1000,Outdoor,Hard,4th Round,3,Korda S.,6-3 4-6 7-5   ,3,4,Schwartzman D.,87,9,865,3640,2.37,1.57
54655,Miami Open,31/03/2021,Masters 1000,Outdoor,Hard,4th Round,3,Rublev A.,4-6 4-6    ,2,2,Cilic M.,8,45,5101,1373,1.1,7.0
54656,Miami Open,31/03/2021,Masters 1000,Outdoor,Hard,4th Round,3,Tsitsipas S.,6-2 7-6    ,2,2,Sonego L.,5,34,6950,1668,1.12,6.0
54657,Miami Open,31/03/2021,Masters 1000,Outdoor,Hard,Quarterfinals,3,Sinner J.,6-7 4-6    ,2,2,Bublik A.,31,44,1789,1385,1.36,3.2
54658,Miami Open,01/04/2021,Masters 1000,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,6-4 6-2    ,2,2,Medvedev D.,12,2,2910,9940,3.5,1.3
54659,Miami Open,01/04/2021,Masters 1000,Outdoor,Hard,Quarterfinals,3,Hurkacz H.,6-2 3-6 4-6   ,3,4,Tsitsipas S.,37,5,1645,6950,4.5,1.2
54660,Miami Open,02/04/2021,Masters 1000,Outdoor,Hard,Quarterfinals,3,Rublev A.,7-5 7-6    ,2,2,Korda S.,8,87,5101,865,1.2,4.5
54661,Miami Open,02/04/2021,Masters 1000,Outdoor,Hard,Semifinals,3,Sinner J.,7-5 4-6 4-6   ,3,4,Bautista Agut R.,31,12,1789,2910,2.0,1.8
54662,Miami Open,03/04/2021,Masters 1000,Outdoor,Hard,Semifinals,3,Hurkacz H.,6-3 6-4    ,2,2,Rublev A.,37,8,1645,5101,4.33,1.22
54663,Miami Open,04/04/2021,Masters 1000,Outdoor,Hard,The Final,3,Hurkacz H.,6-7 4-6    ,2,2,Sinner J.,37,31,1645,1789,2.37,1.57
54664,Sardegna Open,05/04/2021,ATP250,Outdoor,Hard,1st Round,3,Gerasimov E.,6-4 6-0    ,2,2,Pella G.,80,48,936,1298,2.5,1.53
54665,Sardegna Open,05/04/2021,ATP250,Outdoor,Hard,1st Round,3,Djere L.,4-6 2-6    ,2,2,Gaio F.,57,137,1133,534,1.28,3.75
54666,Sardegna Open,05/04/2021,ATP250,Outdoor,Hard,1st Round,3,Hanfmann Y.,7-6 5-7 6-3   ,3,4,Paul T.,105,53,767,1155,1.9,1.9
54667,Sardegna Open,05/04/2021,ATP250,Outdoor,Hard,1st Round,3,Bedene A.,6-1 5-7 6-7   ,3,4,Zeppieri G.,58,313,1125,162,1.3,3.5
54668,Sardegna Open,06/04/2021,ATP250,Outdoor,Hard,1st Round,3,Struff J.L.,1-6 6-1 7-5   ,3,4,Sousa J.,41,107,1485,757,1.25,4.0
54669,Sardegna Open,06/04/2021,ATP250,Outdoor,Hard,1st Round,3,Millman J.,6-7 6-3 3-6   ,3,4,Coria F.,44,86,1436,878,2.5,1.53
54670,Sardegna Open,06/04/2021,ATP250,Outdoor,Hard,1st Round,3,Broady L.,6-1 6-3    ,2,2,Huesler M.A.,152,151,476,491,2.1,1.72
54671,Sardegna Open,06/04/2021,ATP250,Outdoor,Hard,1st Round,3,Musetti L.,0-6 1-6    ,2,2,Novak D.,90,101,861,785,1.22,4.33
54672,Sardegna Open,06/04/2021,ATP250,Outdoor,Hard,1st Round,3,Kovalik J.,3-6 6-1 6-3   ,3,4,Nagal S.,128,136,583,542,2.62,1.5
54673,Sardegna Open,06/04/2021,ATP250,Outdoor,Hard,1st Round,3,Cecchinato M.,4-6 6-4 3-6   ,3,4,Fabbiano T.,93,172,834,416,1.25,4.0
54674,Sardegna Open,06/04/2021,ATP250,Outdoor,Hard,1st Round,3,Martin A.,6-4 2-6 6-1   ,3,4,Vesely J.,106,72,763,993,2.62,1.5
54675,Sardegna Open,06/04/2021,ATP250,Outdoor,Hard,1st Round,3,Simon G.,6-1 3-6 4-6   ,3,4,Travaglia S.,63,69,1047,1024,3.4,1.33
54676,Sardegna Open,07/04/2021,ATP250,Outdoor,Hard,2nd Round,3,Struff J.L.,6-4 6-2    ,2,2,Broady L.,41,152,1485,476,1.57,2.37
54677,Sardegna Open,07/04/2021,ATP250,Outdoor,Hard,2nd Round,3,Bedene A.,4-6 6-7    ,2,2,Gerasimov E.,58,80,1125,936,1.8,2.0
54678,Sardegna Open,07/04/2021,ATP250,Outdoor,Hard,2nd Round,3,Basilashvili N.,4-6 6-4 7-5   ,3,4,Kovalik J.,37,128,1600,583,1.8,2.0
54679,Sardegna Open,07/04/2021,ATP250,Outdoor,Hard,2nd Round,3,Fritz T.,2-6 6-7    ,2,2,Martin A.,30,106,1855,763,1.57,2.37
54680,Sardegna Open,08/04/2021,ATP250,Outdoor,Hard,2nd Round,3,Hanfmann Y.,7-5 6-1    ,2,2,Cecchinato M.,105,93,767,834,1.8,2.0
54681,Sardegna Open,08/04/2021,ATP250,Outdoor,Hard,2nd Round,3,Musetti L.,1-6 6-1 6-7   ,3,4,Evans D.,90,32,861,1825,1.3,3.5
54682,Sardegna Open,08/04/2021,ATP250,Outdoor,Hard,2nd Round,3,Sonego L.,6-4 6-1    ,2,2,Simon G.,34,63,1717,1047,1.36,3.2
54683,Sardegna Open,08/04/2021,ATP250,Outdoor,Hard,2nd Round,3,Djere L.,3-6 3-6    ,2,2,Millman J.,57,44,1133,1436,1.3,3.5
54684,Sardegna Open,09/04/2021,ATP250,Outdoor,Hard,Quarterfinals,3,Fritz T.,6-3 6-4    ,2,2,Bedene A.,30,58,1855,1125,1.8,2.0
54685,Sardegna Open,09/04/2021,ATP250,Outdoor,Hard,Quarterfinals,3,Sonego L.,6-3 6-7 3-6   ,3,4,Hanfmann Y.,34,105,1717,767,1.53,2.5
54686,Sardegna Open,09/04/2021,ATP250,Outdoor,Hard,Quarterfinals,3,Djere L.,6-4 4-6 6-2   ,3,4,Musetti L.,57,90,1133,861,2.0,1.8
54687,Sardegna Open,09/04/2021,ATP250,Outdoor,Hard,Quarterfinals,3,Basilashvili N.,5-7 6-4 3-6   ,3,4,Struff J.L.,37,41,1600,1485,2.5,1.53
54688,Sardegna Open,10/04/2021,ATP250,Outdoor,Hard,Semifinals,3,Sonego L.,6-4 5-7 6-1   ,3,4,Fritz T.,34,30,1717,1855,1.72,2.1
54689,Sardegna Open,10/04/2021,ATP250,Outdoor,Hard,Semifinals,3,Djere L.,2-6 0-6    ,2,2,Basilashvili N.,57,37,1133,1600,1.5,2.62
54690,Sardegna Open,11/04/2021,ATP250,Outdoor,Hard,The Final,3,Sonego L.,2-6 7-6 6-4   ,3,4,Djere L.,34,57,1717,1133,2.2,1.66
54691,AnyTech365 Andalucia Open,05/04/2021,ATP250,Outdoor,Hard,1st Round,3,Berankis R.,4-6 7-6 5-7   ,3,4,Pouille L.,88,84,871,894,2.62,1.5
