,Tournament,Date,Series,Court,Surface,Round,Best of,source,Score,Sets,Power_Rating,target,Rank_Source,Rank_Target,Pts_Source,Pts_Target,Odd_Source,Odd_Target
53305,Chile Open,27/02/2020,ATP250,Indoor,Clay,2nd Round,3,Garin C.,2-6 6-0 6-7   ,3,4,Davidovich Fokina A.,18,98,2005,611,1.33,3.25
53306,Chile Open,28/02/2020,ATP250,Indoor,Clay,Quarterfinals,3,Ruud C.,7-5 7-5    ,2,2,Delbonis F.,38,85,1219,676,1.44,2.75
53307,Chile Open,28/02/2020,ATP250,Indoor,Clay,Quarterfinals,3,Ramos-Vinolas A.,4-6 4-6    ,2,2,Monteiro T.,45,88,1085,669,2.1,1.72
53308,Chile Open,28/02/2020,ATP250,Indoor,Clay,Quarterfinals,3,Olivo R.,3-6 7-6 7-5   ,3,4,Dellien H.,297,94,139,638,2.75,1.44
53309,Chile Open,29/02/2020,ATP250,Indoor,Clay,Semifinals,3,Ruud C.,6-7 2-6    ,2,2,Ramos-Vinolas A.,38,45,1219,1085,1.57,2.37
53310,Chile Open,29/02/2020,ATP250,Indoor,Clay,Semifinals,3,Seyboth Wild T.,6-1 6-3    ,2,2,Olivo R.,182,297,277,139,1.3,3.5
53311,Chile Open,01/03/2020,ATP250,Indoor,Clay,The Final,3,Seyboth Wild T.,5-7 6-4 3-6   ,3,4,Ruud C.,182,38,277,1219,3.4,1.33
53312,Western & Southern Financial Group Masters,22/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Auger-Aliassime F.,6-4 6-1    ,2,2,Basilashvili N.,20,27,1771,1395,1.28,3.5
53313,Western & Southern Financial Group Masters,22/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Carreno Busta P.,5-7 1-6    ,2,2,Lajovic D.,25,23,1500,1695,1.4,2.75
53314,Western & Southern Financial Group Masters,22/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Struff J.L.,6-2 6-4    ,2,2,De Minaur A.,34,26,1315,1485,2.37,1.53
53315,Western & Southern Financial Group Masters,22/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Anderson K.,6-7 6-4 3-6   ,3,4,Edmund K.,124,44,445,1050,2.62,1.44
53316,Western & Southern Financial Group Masters,22/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Opelka R.,6-3 6-4    ,2,2,Norrie C.,39,77,1177,712,1.66,2.1
53317,Western & Southern Financial Group Masters,22/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Fritz T.,1-6 3-6    ,2,2,Harris L.,24,97,1510,616,1.44,2.62
53318,Western & Southern Financial Group Masters,22/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Krajinovic F.,7-5 6-4    ,2,2,Caruso S.,32,99,1343,597,1.33,3.25
53319,Western & Southern Financial Group Masters,22/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Murray A.,6-7 6-3 1-6   ,3,4,Tiafoe F.,134,81,412,700,1.57,2.25
53320,Western & Southern Financial Group Masters,22/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Berankis R.,6-7 6-4 7-5   ,3,4,Paul T.,72,57,739,894,2.05,1.7
53321,Western & Southern Financial Group Masters,23/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Raonic M.,4-6 4-6    ,2,2,Querrey S.,30,45,1350,1045,1.7,2.05
53322,Western & Southern Financial Group Masters,23/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Shapovalov D.,6-3 6-3    ,2,2,Cilic M.,17,37,2075,1225,1.61,2.2
53323,Western & Southern Financial Group Masters,23/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Khachanov K.,4-6 4-6    ,2,2,Bublik A.,16,51,2120,965,1.4,2.75
53324,Western & Southern Financial Group Masters,23/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Sandgren T.,6-3 7-6    ,2,2,Sonego L.,55,46,923,1030,1.5,2.5
53325,Western & Southern Financial Group Masters,23/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Schwartzman D.,6-7 3-6    ,2,2,Ruud C.,13,36,2265,1279,1.44,2.62
53326,Western & Southern Financial Group Masters,23/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Giron M.,7-6 7-5    ,2,2,Mcdonald M.,101,269,577,172,1.95,1.8
53327,Western & Southern Financial Group Masters,23/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Bedene A.,4-6 7-6 0-6   ,3,4,Garin C.,61,18,850,1900,1.53,2.37
53328,Western & Southern Financial Group Masters,23/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Fucsovics M.,6-3 6-4    ,2,2,Gombos N.,84,109,692,522,1.28,3.5
53329,Western & Southern Financial Group Masters,23/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Evans D.,5-7 6-3 2-6   ,3,4,Rublev A.,28,14,1359,2234,2.62,1.44
53330,Western & Southern Financial Group Masters,23/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Dimitrov G.,6-3 6-4    ,2,2,Humbert U.,19,42,1850,1111,1.9,1.8
53331,Western & Southern Financial Group Masters,23/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Isner J.,5-7 4-6    ,2,2,Hurkacz H.,21,29,1760,1353,1.61,2.2
53332,Western & Southern Financial Group Masters,23/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Millman J.,4-6 6-4 7-6   ,3,4,Mannarino A.,43,38,1071,1191,1.66,2.1
53333,Western & Southern Financial Group Masters,23/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Gasquet R.,4-6 4-6    ,2,2,Wolf J.J.,50,143,985,383,1.57,2.25
53334,Western & Southern Financial Group Masters,24/08/2020,Masters 1000,Outdoor,Hard,1st Round,3,Ruusuvuori E.,7-6 4-6 7-5   ,3,4,Korda S.,100,225,584,220,1.36,3.0
53335,Western & Southern Financial Group Masters,24/08/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,1-6 3-6    ,2,2,Anderson K.,6,124,4745,445,1.22,4.0
53336,Western & Southern Financial Group Masters,24/08/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Goffin D.,7-6 6-4    ,2,2,Coric B.,10,33,2555,1320,1.44,2.62
53337,Western & Southern Financial Group Masters,24/08/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Bedene A.,6-7 5-7    ,2,2,Fritz T.,61,24,850,1510,3.25,1.33
53338,Western & Southern Financial Group Masters,24/08/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,6-4 6-4    ,2,2,Giron M.,5,101,5890,577,1.14,5.5
53339,Western & Southern Financial Group Masters,24/08/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Raonic M.,3-6 5-7    ,2,2,Evans D.,30,28,1350,1359,1.53,2.37
53340,Western & Southern Financial Group Masters,24/08/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Sandgren T.,6-7 6-2 7-6   ,3,4,Auger-Aliassime F.,55,20,923,1771,3.0,1.36
53341,Western & Southern Financial Group Masters,24/08/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,6-7 1-6    ,2,2,Carreno Busta P.,16,25,2120,1500,1.61,2.2
53342,Western & Southern Financial Group Masters,24/08/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Isner J.,4-6 7-6 7-6   ,3,4,Millman J.,21,43,1760,1071,1.44,2.62
53343,Western & Southern Financial Group Masters,24/08/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Opelka R.,3-6 6-7    ,2,2,Schwartzman D.,39,13,1177,2265,1.95,1.8
53344,Western & Southern Financial Group Masters,24/08/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Struff J.L.,7-6 3-6 6-4   ,3,4,Shapovalov D.,34,17,1315,2075,2.37,1.53
53345,Western & Southern Financial Group Masters,24/08/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Bautista Agut R.,5-7 1-6    ,2,2,Gasquet R.,12,50,2360,985,1.5,2.5
53346,Western & Southern Financial Group Masters,24/08/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,6-3 3-6 7-5   ,3,4,Zverev A.,134,7,412,3630,2.62,1.44
53347,Western & Southern Financial Group Masters,25/08/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Berrettini M.,4-6 7-6 5-7   ,3,4,Ruusuvuori E.,8,100,2860,584,1.25,3.75
53348,Western & Southern Financial Group Masters,25/08/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Fucsovics M.,7-5 4-6 6-2   ,3,4,Dimitrov G.,84,19,692,1850,1.8,1.95
53349,Western & Southern Financial Group Masters,25/08/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Krajinovic F.,2-6 1-6    ,2,2,Thiem D.,32,3,1343,7045,5.0,1.16
53350,Western & Southern Financial Group Masters,25/08/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,7-6 6-4    ,2,2,Berankis R.,1,72,10220,739,1.07,9.0
53351,Western & Southern Financial Group Masters,25/08/2020,Masters 1000,Outdoor,Hard,3rd Round,3,Medvedev D.,3-6 3-6    ,2,2,Bedene A.,5,61,5890,850,1.2,4.33
53352,Western & Southern Financial Group Masters,25/08/2020,Masters 1000,Outdoor,Hard,3rd Round,3,Struff J.L.,6-4 3-6 6-4   ,3,4,Goffin D.,34,10,1315,2555,2.2,1.61
53353,Western & Southern Financial Group Masters,25/08/2020,Masters 1000,Outdoor,Hard,3rd Round,3,Bautista Agut R.,6-4 3-6 2-6   ,3,4,Khachanov K.,12,16,2360,2120,1.57,2.25
53354,Western & Southern Financial Group Masters,25/08/2020,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,6-2 6-4    ,2,2,Sandgren T.,1,55,10220,923,1.16,5.0
53355,Western & Southern Financial Group Masters,25/08/2020,Masters 1000,Outdoor,Hard,3rd Round,3,Opelka R.,3-6 6-7    ,2,2,Berrettini M.,39,8,1177,2860,2.37,1.53
53356,Western & Southern Financial Group Masters,26/08/2020,Masters 1000,Outdoor,Hard,3rd Round,3,Raonic M.,6-2 6-2    ,2,2,Murray A.,30,134,1350,412,1.53,2.37
53357,Western & Southern Financial Group Masters,26/08/2020,Masters 1000,Outdoor,Hard,3rd Round,3,Tsitsipas S.,6-7 6-7    ,2,2,Isner J.,6,21,4745,1760,1.28,3.5
53358,Western & Southern Financial Group Masters,26/08/2020,Masters 1000,Outdoor,Hard,3rd Round,3,Krajinovic F.,6-2 6-1    ,2,2,Fucsovics M.,32,84,1343,692,1.53,2.5
53359,Western & Southern Financial Group Masters,26/08/2020,Masters 1000,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,6-1 4-6 3-6   ,3,4,Medvedev D.,12,5,2360,5890,3.0,1.4
53360,Western & Southern Financial Group Masters,26/08/2020,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,6-3 6-1    ,2,2,Struff J.L.,1,34,10220,1315,1.14,5.5
53361,Western & Southern Financial Group Masters,27/08/2020,Masters 1000,Outdoor,Hard,Quarterfinals,3,Raonic M.,6-4 6-7 5-7   ,3,4,Krajinovic F.,30,32,1350,1343,1.44,2.75
53362,Western & Southern Financial Group Masters,28/08/2020,Masters 1000,Outdoor,Hard,Semifinals,3,Raonic M.,7-6 6-3    ,2,2,Tsitsipas S.,30,6,1350,4745,2.37,1.57
53363,Western & Southern Financial Group Masters,28/08/2020,Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,6-4 4-6 6-7   ,3,4,Bautista Agut R.,1,12,10220,2360,1.2,4.5
53364,Western & Southern Financial Group Masters,29/08/2020,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,1-6 6-3 6-4   ,3,4,Raonic M.,1,30,10220,1350,1.36,3.2
53365,Generali Open,08/09/2020,ATP250,Outdoor,Clay,1st Round,3,Hurkacz H.,3-6 5-7    ,2,2,Sousa J.,33,68,1353,776,1.53,2.37
53366,Generali Open,08/09/2020,ATP250,Outdoor,Clay,1st Round,3,Ofner S.,6-7 6-4 7-6   ,3,4,Albot R.,159,70,341,772,1.5,2.5
53367,Generali Open,08/09/2020,ATP250,Outdoor,Clay,1st Round,3,Kecmanovic M.,6-4 4-6 2-6   ,3,4,Nishikori K.,47,34,1028,1345,2.0,1.75
53368,Generali Open,08/09/2020,ATP250,Outdoor,Clay,1st Round,3,Pella G.,6-3 6-0    ,2,2,Nishioka Y.,36,49,1310,1007,1.53,2.37
53369,Generali Open,09/09/2020,ATP250,Outdoor,Clay,1st Round,3,Hanfmann Y.,5-7 2-6    ,2,2,Bublik A.,118,54,486,965,1.33,3.25
53370,Generali Open,09/09/2020,ATP250,Outdoor,Clay,1st Round,3,Huesler M.A.,3-6 6-4 7-6   ,3,4,Ruusuvuori E.,303,92,139,648,2.37,1.53
53371,Generali Open,09/09/2020,ATP250,Outdoor,Clay,1st Round,3,Sinner J.,3-6 2-6    ,2,2,Kohlschreiber P.,74,75,733,729,1.9,1.9
53372,Generali Open,09/09/2020,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,6-4 6-0    ,2,2,Londero J.I.,79,62,711,832,2.25,1.57
53373,Generali Open,09/09/2020,ATP250,Outdoor,Clay,1st Round,3,Thompson J.,3-6 6-4 6-7   ,3,4,Millman J.,63,43,829,1096,3.0,1.36
53374,Generali Open,09/09/2020,ATP250,Outdoor,Clay,1st Round,3,Marterer M.,7-6 6-4    ,2,2,Novak D.,337,85,118,695,1.66,2.1
53375,Generali Open,09/09/2020,ATP250,Outdoor,Clay,1st Round,3,Djere L.,1-6 6-3 6-7   ,3,4,Ramos-Vinolas A.,81,41,705,1130,1.61,2.2
53376,Generali Open,09/09/2020,ATP250,Outdoor,Clay,1st Round,3,Lopez F.,6-4 6-3    ,2,2,Herbert P.H.,57,69,908,775,3.25,1.33
53377,Generali Open,10/09/2020,ATP250,Outdoor,Clay,2nd Round,3,Hanfmann Y.,6-4 3-6 4-6   ,3,4,Lajovic D.,118,24,486,1695,1.61,2.2
53378,Generali Open,10/09/2020,ATP250,Outdoor,Clay,2nd Round,3,Marterer M.,6-1 6-4    ,2,2,Hurkacz H.,337,33,118,1353,2.2,1.61
53379,Generali Open,10/09/2020,ATP250,Outdoor,Clay,2nd Round,3,Delbonis F.,5-7 3-6    ,2,2,Basilashvili N.,79,30,711,1395,1.33,3.25
53380,Generali Open,10/09/2020,ATP250,Outdoor,Clay,2nd Round,3,Djere L.,6-4 6-4    ,2,2,Sinner J.,81,74,705,733,3.0,1.36
53381,Generali Open,10/09/2020,ATP250,Outdoor,Clay,2nd Round,3,Kecmanovic M.,2-6 2-6    ,2,2,Thompson J.,47,63,1028,829,1.3,3.4
53382,Generali Open,10/09/2020,ATP250,Outdoor,Clay,2nd Round,3,Schwartzman D.,6-2 2-6 7-5   ,3,4,Ofner S.,13,159,2265,341,1.14,5.5
53383,Generali Open,10/09/2020,ATP250,Outdoor,Clay,2nd Round,3,Lopez F.,5-7 7-6 6-7   ,3,4,Pella G.,57,36,908,1310,3.5,1.28
53384,Generali Open,10/09/2020,ATP250,Outdoor,Clay,2nd Round,3,Huesler M.A.,6-1 6-2    ,2,2,Fognini F.,303,12,139,2400,3.0,1.36
53385,Generali Open,11/09/2020,ATP250,Outdoor,Clay,Quarterfinals,3,Hanfmann Y.,2-6 5-7    ,2,2,Marterer M.,118,337,486,118,1.75,2.0
53386,Generali Open,11/09/2020,ATP250,Outdoor,Clay,Quarterfinals,3,Djere L.,7-6 6-3    ,2,2,Schwartzman D.,81,13,705,2265,2.37,1.53
53387,Generali Open,11/09/2020,ATP250,Outdoor,Clay,Quarterfinals,3,Kecmanovic M.,4-6 7-6 5-7   ,3,4,Delbonis F.,47,79,1028,711,1.66,2.1
53388,Generali Open,11/09/2020,ATP250,Outdoor,Clay,Quarterfinals,3,Huesler M.A.,6-4 6-3    ,2,2,Lopez F.,303,57,139,908,2.2,1.61
53389,Generali Open,12/09/2020,ATP250,Outdoor,Clay,Semifinals,3,Hanfmann Y.,6-4 3-6 6-7   ,3,4,Djere L.,118,81,486,705,2.0,1.75
53390,Generali Open,12/09/2020,ATP250,Outdoor,Clay,Semifinals,3,Kecmanovic M.,6-2 5-7 6-3   ,3,4,Huesler M.A.,47,303,1028,139,1.28,3.5
53391,Generali Open,13/09/2020,ATP250,Outdoor,Clay,The Final,3,Kecmanovic M.,4-6 4-6    ,2,2,Hanfmann Y.,47,118,1028,486,1.75,2.0
53392,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,6-3 6-4 4-6 6-2  ,4,3,Travaglia S.,63,87,829,684,1.53,2.5
53393,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Coric B.,5-7 3-6 1-6   ,3,1,Andujar P.,32,56,1355,942,1.11,6.5
53394,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Davidovich Fokina A.,3-6 6-4 6-3 1-6 6-0 ,5,4,Novak D.,99,85,627,695,2.62,1.5
53395,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Gerasimov E.,1-6 6-4 4-6 4-6  ,4,3,Lajovic D.,72,24,744,1695,2.2,1.66
53396,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Londero J.I.,6-3 6-3 7-5   ,3,1,Donskoy E.,62,114,832,505,1.57,2.37
53397,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Norrie C.,6-3 6-4 2-6 1-6 5-7 ,5,4,Schwartzman D.,76,13,727,2265,3.5,1.3
53398,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Shapovalov D.,6-4 4-6 6-3 6-2  ,4,3,Korda S.,17,205,2075,252,1.11,6.5
53399,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,1-6 4-6 6-2 3-6  ,4,3,Sonego L.,39,46,1191,1030,1.66,2.2
53400,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,7-6 5-7 6-3 7-5  ,4,3,Anderson K.,7,117,3630,490,1.33,3.4
53401,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Carreno Busta P.,6-4 3-6 6-1 3-6 3-6 ,5,4,Uchiyama Y.,27,86,1500,685,1.16,5.0
53402,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Sock J.,3-6 6-4 6-2 4-6 7-6 ,5,4,Cuevas P.,389,61,95,857,1.57,2.37
53403,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Hurkacz H.,3-6 4-6 4-6   ,3,1,Gojowczyk P.,33,127,1353,444,1.22,4.33
53404,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,6-1 6-4 6-4   ,3,1,Safwat M.,52,135,970,407,1.2,4.5
53405,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Krueger M.,6-3 2-6 5-7 3-6  ,4,3,Sousa P.,198,110,264,522,1.16,5.0
53406,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Nakashima B.,6-3 6-2 7-6   ,3,1,Lorenzi P.,223,125,229,447,1.2,4.5
53407,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,2-6 1-6 1-6   ,3,1,Ramos-Vinolas A.,6,41,5095,1130,1.02,19.0
53408,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Cressy M.,6-1 2-6 6-4 6-4  ,4,3,Kovalik J.,168,123,320,452,1.57,2.37
53409,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,7-6 3-6 2-6 4-6  ,4,3,Koepfer D.,25,91,1545,652,1.2,4.5
53410,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Giron M.,6-4 6-7 3-6 6-4 6-2 ,5,4,Polmans M.,96,121,639,462,1.28,3.75
53411,US Open,31/08/2020,Grand Slam,Outdoor,Hard,1st Round,5,Kukushkin M.,4-6 5-7 4-6   ,3,1,Balazs A.,90,78,661,715,1.4,3.0
53412,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Kwon S.W.,3-6 7-6 6-1 6-2  ,4,3,Kwiatkowski T.S.,73,187,742,281,1.36,3.2
53413,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,6-7 6-4 4-6 4-6  ,4,3,Gaio F.,65,132,809,423,1.2,4.5
53414,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Edmund K.,2-6 7-5 7-5 6-0  ,4,3,Bublik A.,44,54,1050,965,1.3,3.5
53415,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Johnson S.,7-6 3-6 7-6 3-6 6-7 ,5,4,Isner J.,64,22,825,1805,3.4,1.33
53416,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,7-6 3-6 6-1 6-4  ,4,3,Opelka R.,10,35,2555,1312,1.57,2.37
53417,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Krajinovic F.,2-6 6-7 3-6   ,3,1,Ymer M.,26,71,1503,759,1.12,6.0
53418,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Harris L.,6-4 7-5 6-2   ,3,1,Cecchinato M.,95,108,641,526,1.2,4.5
53419,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,1-6 4-6 1-6   ,3,1,Dzumhur D.,1,109,10860,524,1.01,26.0
53420,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Struff J.L.,6-0 7-5 6-4   ,3,1,Martinez P.,29,106,1405,546,1.12,6.0
53421,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Garin C.,6-4 7-5 4-6 4-6 2-6 ,5,4,Blanch U.,19,244,1900,207,1.36,3.2
53422,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Mmoh M.,6-2 7-5 2-6 6-1  ,4,3,Sousa J.,186,68,281,776,1.72,2.1
53423,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Kuznetsov An.,4-6 6-7 2-6   ,3,1,Querrey S.,34,45,1527,1045,6.0,1.12
53424,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,4-6 4-6 7-6 7-6 6-4 ,5,4,Nishioka Y.,115,49,502,1007,1.4,3.0
53425,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Ruud C.,6-4 6-4 4-6 3-6 2-6 ,5,4,Mcdonald M.,37,243,1279,207,1.57,2.37
53426,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Nagal S.,6-1 6-3 3-6 6-1  ,4,3,Klahn B.,124,129,448,436,2.62,1.5
53427,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Ruusuvuori E.,3-6 6-3 1-6 6-4 1-6 ,5,4,Bedene A.,92,53,648,965,2.0,1.8
53428,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,3-6 6-7 6-2 6-0 7-6 ,5,4,Sinner J.,16,74,2120,733,1.57,2.37
53429,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Auger-Aliassime F.,3-6 7-6 6-7 6-7  ,4,3,Monteiro T.,21,83,1806,700,1.08,8.0
53430,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,6-7 3-6 7-5 7-5 6-3 ,5,4,Kudla D.,38,111,1225,521,1.3,3.5
53431,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,4-6 4-6 3-6   ,3,1,Chardy J.,14,60,2234,860,1.12,6.0
53432,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Barrere G.,6-3 6-4 3-6 6-1  ,4,3,Daniel T.,93,112,647,511,1.44,2.75
53433,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Gombos N.,4-6 1-6 4-6   ,3,1,Albot R.,104,70,550,772,1.4,3.0
53434,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Evans D.,6-2 6-1 7-6   ,3,1,Seyboth Wild T.,31,113,1384,507,1.12,6.0
53435,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Pospisil V.,6-7 5-7 6-7   ,3,1,Kohlschreiber P.,94,75,642,729,1.61,2.3
53436,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Wolf J.J.,6-2 0-6 6-3 6-3  ,4,3,Pella G.,138,36,402,1310,1.57,2.37
53437,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Carballes Baena R.,6-3 6-7 4-6 3-6  ,4,3,Lopez F.,101,57,614,908,2.75,1.44
53438,US Open,01/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Bautista Agut R.,6-4 6-4 7-6   ,3,1,Sandgren T.,11,48,2540,1013,1.16,5.0
53439,US Open,02/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Kecmanovic M.,4-6 4-6 7-6 6-3 2-6 ,5,4,Mager G.,47,80,1028,711,1.16,5.0
53440,US Open,02/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,6-3 6-2 6-3   ,3,1,Mayer L.,18,120,1950,464,1.05,11.0
53441,US Open,02/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Moutet C.,4-6 4-6 5-7   ,3,1,Vesely J.,77,67,722,785,1.72,2.1
53442,US Open,02/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,6-4 6-3 6-1   ,3,1,Paul T.,20,58,1885,894,1.53,2.5
53443,US Open,02/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,O Connell C.,6-4 4-6 6-7 4-6  ,4,3,Djere L.,116,81,498,705,1.57,2.37
53444,US Open,02/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Fucsovics M.,6-3 6-3 6-1   ,3,1,Dellien H.,66,97,787,638,1.05,11.0
53445,US Open,02/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Escobedo E.,6-7 2-6 3-6   ,3,1,Majchrzak K.,185,107,284,532,2.75,1.44
53446,US Open,02/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,7-6 7-6 6-1   ,3,1,Karlovic I.,51,126,985,444,1.12,6.0
53447,US Open,02/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Tiafoe F.,6-4 3-6 4-6 5-7  ,4,3,Seppi A.,82,89,700,671,1.57,2.37
53448,US Open,02/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,De Minaur A.,6-4 6-3 7-5   ,3,1,Martin A.,28,98,1485,638,1.06,10.0
53449,US Open,02/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Berrettini M.,6-7 1-6 4-6   ,3,1,Soeda G.,8,119,2940,480,1.03,15.0
53450,US Open,02/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Caruso S.,4-6 7-5 7-5 6-2  ,4,3,Duckworth J.,100,84,623,697,1.5,2.62
53451,US Open,02/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Millman J.,1-6 4-6 4-6   ,3,1,Basilashvili N.,43,30,1096,1395,1.3,3.5
53452,US Open,02/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Humbert U.,6-3 6-4 6-3   ,3,1,Sugita Y.,42,88,1111,682,1.25,4.0
53453,US Open,02/09/2020,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,1-6 2-6 4-6   ,3,1,Delbonis F.,5,79,5890,711,1.02,17.0
